word,zipf
bylaw,2.77
byres,0.0
byrls,0.0
byssi,0.3
bytes,0.0
byway,2.27
caaed,0.0
cabal,2.72
cabas,0.77
cabby,2.08
caber,1.49
cabin,4.15
cable,4.58
cabob,0.32
caboc,0.0
cabre,1.15
cacao,3.13
cacas,0.0
cache,3.62
cacks,0.0
cacky,0.0
cacti,2.78
caddy,2.73
cadee,0.78
cades,0.0
cadet,3.46
cadge,1.66
cadgy,0.0
cadie,1.28
cadis,1.63
cadre,3.25
caeca,2.32
caese,0.0
cafes,0.0
caffe,1.96
caffs,0.0
caged,3.01
cager,1.43
cages,0.0
cagey,2.07
cagot,0.97
cahow,1.15
caids,0.0
cains,0.0
caird,2.56
cairn,2.94
cajon,0.0
cajun,2.67
caked,2.67
cakes,0.0
cakey,0.0
calfs,1.29
calid,0.9
calif,3.6
calix,2.12
calks,0.0
calla,2.47
calle,3.18
calls,0.0
calms,0.0
calmy,1.05
calos,0.0
calpa,0.0
calps,0.0
calve,2.29
calyx,3.54
caman,0.94
camas,2.44
camel,3.61
cameo,2.86
cames,0.0
camis,1.4
camos,0.0
campi,0.0
campo,0.0
camps,0.0
campy,1.99
camus,3.01
canal,4.67
cando,1.79
candy,3.86
caned,2.09
caneh,0.0
caner,1.86
canes,3.32
cangs,0.0
canid,1.68
canna,2.65
canns,0.0
canny,2.76
canoe,3.75
canon,4.07
canso,0.0
canst,0.0
canti,0.0
canto,3.23
cants,0.0
canty,2.23
capas,0.0
capax,1.63
caped,1.89
caper,2.67
capes,2.94
capex,0.0
caphs,0.0
capiz,2.03
caple,1.63
capon,2.55
capos,0.0
capot,1.24
capri,2.77
capul,0.0
caput,2.83
carap,0.39
carat,2.71
carbo,0.0
carbs,0.0
carby,0.0
cardi,0.0
cards,4.52
cardy,1.83
cared,4.06
carer,2.68
cares,0.0
caret,2.3
carex,2.74
cargo,4.39
carks,0.0
carle,2.63
carls,0.0
carne,2.66
carns,0.0
carny,1.53
carob,2.32
carol,3.94
carom,1.68
caron,0.0
carpe,0.0
carpi,2.61
carps,2.19
carrs,0.0
carry,5.01
carse,2.21
carta,0.0
carte,3.18
carts,0.0
carve,3.21
carvy,0.05
casas,0.0
casco,2.53
cased,2.92
caser,0.0
cases,0.0
casks,0.0
casky,0.0
caste,3.97
casts,0.0
casus,2.45
catch,4.53
cater,3.34
cates,2.85
catty,2.29
cauda,2.63
cauks,0.0
cauld,2.03
caulk,2.3
cauls,0.0
caums,0.0
caups,0.0
cauri,0.0
causa,3.11
cause,5.37
cavas,0.0
caved,2.74
cavel,1.11
caver,1.65
caves,0.0
cavie,0.0
cavil,2.64
cavus,0.0
cawed,1.76
cawks,0.0
caxon,1.2
cease,4.31
ceaze,0.0
cebid,0.0
cecal,2.33
cecum,2.74
cedar,4.01
ceded,3.47
ceder,0.0
cedes,0.0
cedis,0.0
ceiba,2.23
ceili,0.0
ceils,0.0
celeb,1.7
cella,2.54
celli,2.01
cello,3.19
cells,0.0
celly,0.0
celom,0.86
celts,0.0
cense,2.13
cento,2.61
cents,0.0
centu,0.0
ceorl,1.58
cepes,0.0
cerci,2.32
cered,0.93
ceres,3.01
cerge,0.69
ceria,2.06
ceric,2.01
cerne,1.94
ceroc,0.0
ceros,0.0
certs,2.11
certy,0.65
cesse,1.77
cesta,0.0
cesti,0.0
cetes,0.0
cetyl,2.09
cezve,0.0
chaap,0.0
chaat,0.0
chace,2.76
chack,1.35
chaco,2.87
chado,0.0
chads,0.0
chafe,2.65
chaff,3.25
chaft,0.0
chain,4.71
chair,4.79
chais,1.28
chalk,3.85
chals,0.0
champ,3.05
chams,0.0
chana,0.0
chang,3.81
chank,1.58
chant,3.5
chaos,4.01
chape,1.85
chaps,3.3
chapt,0.0
chara,2.49
chard,2.81
chare,1.78
chark,1.23
charm,4.1
charr,2.04
chars,0.0
chart,4.48
chary,2.5
chase,4.24
chasm,3.24
chats,0.0
chava,0.0
chave,1.91
chavs,0.0
chawk,0.0
chawl,1.48
chaws,0.0
chaya,1.9
chays,0.0
cheap,4.28
cheat,3.46
cheba,0.0
check,4.9
chedi,0.0
cheeb,0.0
cheek,4.13
cheep,1.84
cheer,3.76
cheet,1.0
chefs,0.0
cheka,2.17
chela,2.4
chelp,0.19
chemo,0.0
chems,0.0
chere,2.25
chert,3.4
chess,3.68
chest,4.55
cheth,0.0
chevy,3.07
chews,0.0
chewy,2.32
chiao,0.0
chias,0.0
chiba,0.0
chibs,0.0
chica,2.46
chich,1.68
chick,3.67
chico,3.11
chics,0.0
chide,2.63
chief,5.24
chiel,0.0
chiko,0.0
chiks,0.0
child,5.4
chile,4.12
chili,3.42
chill,3.81
chimb,0.47
chime,2.93
chimo,0.0
chimp,2.34
china,5.06
chine,2.95
ching,0.0
chink,2.74
chino,2.72
chins,0.0
chips,3.91
chirk,1.91
chirl,0.0
chirm,0.87
chiro,1.71
chirp,2.75
chirr,1.06
chirt,0.44
chiru,1.27
chiti,0.0
chits,0.0
chiva,0.0
chive,1.89
chivs,0.0
chivy,0.89
chizz,0.02
chock,2.64
choco,0.0
chocs,0.0
chode,0.88
chogs,0.0
choil,0.0
choir,3.86
choke,3.41
choko,0.0
choky,1.16
chola,0.0
choli,1.33
cholo,1.86
chomp,1.77
chons,0.0
choof,0.0
chook,0.0
choom,0.85
choon,0.0
chops,3.16
chord,3.74
chore,3.01
chose,4.35
choss,0.93
chota,2.36
chott,1.36
chout,1.19
choux,1.73
chowk,0.0
chows,0.0
chubs,0.0
chuck,3.66
chufa,1.23
chuff,1.66
chugs,0.0
chump,2.16
chums,0.0
chunk,3.28
churl,2.25
churn,3.09
churr,1.2
chuse,2.73
chute,3.42
chuts,0.0
chyle,2.43
chyme,2.25
chynd,0.0
cibol,0.07
cided,0.0
cider,3.41
cides,0.0
ciels,0.0
cigar,3.74
ciggy,0.73
cilia,3.23
cills,0.0
cimar,0.66
cimex,1.8
cinch,2.56
cinct,1.21
cines,0.0
cinqs,0.0
cions,0.0
cippi,1.27
circa,3.47
circs,1.17
cires,0.0
cirls,0.0
cirri,2.6
cisco,3.16
cissy,2.4
cists,0.0
cital,1.07
cited,4.69
citee,1.68
citer,1.37
cites,0.0
cives,0.0
civet,2.3
civic,4.17
civie,0.0
civil,5.19
civvy,1.35
clach,0.0
clack,2.63
clade,2.54
clads,0.0
claes,2.47
clags,0.0
claim,5.16
clair,3.63
clame,1.31
clamp,3.65
clams,3.24
clang,2.81
clank,2.42
clans,3.43
claps,2.57
clapt,1.71
claro,2.28
clart,0.85
clary,2.69
clash,3.64
clasp,3.35
class,5.44
clast,2.36
clats,0.0
claut,0.4
clave,2.25
clavi,0.0
claws,0.0
clays,0.0
clean,4.74
clear,5.3
cleat,2.53
cleck,0.6
cleek,1.96
cleep,0.0
clefs,0.0
cleft,3.6
clegs,0.0
cleik,1.09
clems,0.0
clepe,1.33
clept,0.0
clerk,4.86
cleve,2.89
clews,2.25
click,4.36
clied,0.0
clies,0.0
cliff,3.98
clift,2.59
climb,4.05
clime,2.92
cline,3.17
cling,3.54
clink,2.66
clint,3.07
clipe,0.15
clips,0.0
clipt,1.51
clits,0.0
cloak,3.79
cloam,0.42
clock,4.33
clods,0.0
cloff,0.33
clogs,0.0
cloke,2.19
clomb,1.6
clomp,1.46
clone,3.37
clonk,1.08
clons,0.0
cloop,0.48
cloot,0.86
clops,0.0
close,5.28
clote,1.0
cloth,4.58
clots,0.0
cloud,4.41
clour,0.85
clous,0.0
clout,3.04
clove,3.1
clown,3.38
clows,0.0
cloye,0.0
cloys,1.47
cloze,2.3
clubs,0.0
cluck,2.28
clued,0.0
clues,0.0
cluey,0.0
clump,3.2
clung,3.62
clunk,2.18
clype,0.21
cnida,0.41
coach,4.22
coact,1.75
coady,0.0
coala,0.0
coals,0.0
coaly,2.11
coapt,0.92
coarb,0.0
coast,4.96
coate,2.19
coati,1.66
coats,0.0
cobbs,0.0
cobby,1.63
cobia,1.62
coble,2.57
cobot,0.0
cobra,3.18
cobza,0.0
cocas,0.0
cocci,2.74
cocco,1.76
cocks,3.35
cocky,2.75
cocoa,3.78
cocos,2.59
cocus,1.27
codas,0.0
codec,0.0
coded,0.0
coden,0.0
coder,2.71
codes,4.32
codex,3.36
codon,2.89
coeds,0.0
coffs,0.0
cogie,0.49
cogon,1.65
cogue,0.37
cohab,0.0
cohen,0.0
cohoe,1.5
cohog,0.0
cohos,0.0
coifs,0.0
coign,1.7
coils,0.0
coins,0.0
coirs,0.0
coits,0.0
coked,2.09
cokes,2.56
cokey,1.2
colas,0.0
colby,0.0
colds,0.0
coled,0.0
coles,0.0
coley,2.51
colic,3.19
colin,3.78
colle,2.59
colls,0.0
colly,1.93
colog,0.0
colon,3.91
color,4.99
colts,0.0
colza,2.19
comae,0.0
comal,2.08
comas,0.0
combe,2.91
combi,0.0
combo,2.81
combs,3.46
comby,1.49
comer,3.35
comes,5.06
comet,3.62
comfy,2.49
comic,3.96
comix,1.7
comma,3.45
comme,3.19
commo,2.08
comms,0.0
commy,1.27
compo,2.55
comps,0.0
compt,2.93
comte,3.47
comus,2.61
conch,3.01
condo,2.92
coned,2.15
cones,3.67
conex,1.48
coney,2.99
confs,0.0
conga,2.06
conge,1.75
congo,3.86
conia,1.47
conic,3.12
conin,0.0
conks,0.0
conky,0.0
conne,2.17
conns,0.0
conte,3.15
conto,2.09
conus,2.81
convo,0.0
cooch,2.21
cooed,2.47
cooee,1.2
cooer,0.25
cooey,1.16
coofs,0.0
cooks,0.0
cooky,1.95
cools,0.0
cooly,2.11
coomb,1.67
cooms,0.0
coomy,0.45
coons,0.0
coops,0.0
coopt,1.64
coost,1.22
coots,2.41
cooty,0.64
cooze,0.74
copal,2.52
copay,0.0
coped,2.7
copen,1.66
coper,1.81
copes,0.0
copha,0.0
coppy,2.03
copra,3.1
copse,2.75
copsy,0.59
coqui,0.0
coral,3.9
coram,2.89
corbe,0.9
corby,2.53
corda,0.0
cords,3.72
cored,2.95
corer,2.13
cores,0.0
corey,3.19
corgi,2.03
coria,0.0
corks,2.76
corky,2.59
corms,2.49
corni,0.0
corno,0.0
corns,0.0
cornu,2.56
corny,2.59
corps,4.66
corse,2.66
corso,2.84
cosec,1.5
cosed,0.0
coses,0.0
coset,0.0
cosey,1.76
cosie,0.79
costa,4.05
coste,2.43
costs,5.28
cotan,1.12
cotch,1.53
coted,0.0
cotes,0.0
coths,0.0
cotta,3.23
cotts,0.0
couch,3.92
coude,2.04
cough,3.88
could,6.04
count,4.76
coupe,2.95
coups,0.0
courb,0.43
courd,0.42
coure,1.26
cours,2.94
court,5.79
couta,0.66
couth,1.74
coved,1.79
coven,2.6
cover,5.03
coves,0.0
covet,2.87
covey,2.81
covin,1.91
cowal,0.0
cowan,3.36
cowed,2.69
cower,2.47
cowks,0.0
cowls,0.0
cowps,0.0
cowry,1.81
coxae,0.0
coxal,2.36
coxed,0.95
coxes,0.0
coxib,0.0
coyau,0.0
coyed,0.19
coyer,0.0
coyly,2.39
coypu,1.46
cozed,0.0
cozen,2.1
cozes,0.0
cozey,0.05
cozie,0.81
craal,0.47
crabs,3.41
crack,4.24
craft,4.3
crags,0.0
craic,0.0
craig,4.0
crake,2.12
crame,1.57
cramp,3.05
crams,0.0
crane,4.07
crank,3.71
crans,0.0
crape,2.56
craps,2.31
crapy,0.55
crare,0.58
crash,3.98
crass,2.77
crate,3.26
crave,3.19
crawl,3.52
craws,0.0
crays,0.0
craze,3.02
crazy,4.1
creak,2.83
cream,4.44
credo,2.94
creds,0.0
creed,3.93
creek,4.72
creel,2.85
creep,3.9
crees,2.23
crein,0.0
crema,0.0
creme,2.62
crems,0.38
crena,0.0
crepe,2.9
creps,0.0
crept,3.7
crepy,0.0
cress,2.82
crest,3.98
crewe,0.0
crews,0.0
crias,0.0
cribo,0.09
cribs,0.0
crick,2.89
cried,4.46
crier,2.69
cries,3.98
crime,4.82
crimp,2.71
crims,0.0
crine,1.54
crink,0.61
crins,0.0
crios,0.0
cripe,0.0
crips,1.89
crise,2.24
crisp,3.68
criss,2.76
crith,0.96
crits,0.0
croak,2.61
croci,0.0
crock,2.66
crocs,0.0
croft,3.23
crogs,0.0
cromb,1.04
crome,2.16
crone,2.74
cronk,2.11
crons,0.0
crony,2.34
crook,3.45
crool,0.92
croon,2.13
crops,0.0
crore,3.29
cross,5.16
crost,1.94
croup,3.05
crout,1.85
crowd,4.46
crowl,1.86
crown,4.72
crows,3.31
croze,1.67
cruck,0.0
crude,4.42
crudo,0.0
cruds,0.0
crudy,0.47
cruel,4.16
crues,0.0
cruet,1.97
cruft,1.82
crumb,2.96
crump,2.85
crunk,1.32
cruor,1.19
crura,2.31
cruse,2.56
crush,3.74
crust,3.91
crusy,0.0
cruve,0.27
crwth,0.0
cryer,2.31
cryne,0.42
crypt,3.12
ctene,0.01
cubby,2.2
cubeb,1.5
cubed,2.54
cuber,0.0
cubes,0.0
cubic,4.36
cubit,2.64
cucks,0.0
cudda,0.0
cuddy,2.35
cueca,1.02
cuffo,0.0
cuffs,0.0
cuifs,0.0
cuing,0.0
cuish,0.21
cuits,0.0
cukes,0.0
culch,0.87
culet,0.0
culex,2.71
culls,2.53
cully,2.17
culms,0.0
culpa,2.45
culti,0.0
cults,0.0
culty,0.0
cumec,0.0
cumin,2.87
cundy,1.83
cunei,0.0
cunit,0.0
cunny,1.45
cunts,0.0
cupel,1.92
cupid,3.2
cuppa,1.93
cuppy,1.59
cupro,2.05
curat,1.92
curbs,0.0
curch,0.94
curds,0.0
curdy,1.93
cured,4.04
curer,1.98
cures,0.0
curet,1.83
curfs,0.0
curia,2.95
curie,3.22
curio,2.59
curli,0.0
curls,0.0
curly,3.42
curns,0.0
curny,0.0
currs,0.0
curry,3.6
curse,3.95
cursi,0.0
curst,2.2
curve,4.71
curvy,2.29
cusec,1.51
cushy,2.07
cusks,0.0
cusps,0.0
cuspy,0.0
cusso,0.69
cusum,0.0
cutch,2.37
cuter,0.0
cutes,0.0
cutey,0.0
cutie,0.0
cutin,1.81
cutis,2.52
cutto,0.0
cutty,2.12
cutup,1.24
cuvee,0.0
cuzes,0.0
cwtch,0.0
cyano,2.43
cyans,0.0
cyber,0.0
cycad,1.92
cycas,1.95
cycle,4.73
cyclo,2.46
cyder,2.09
cylix,1.23
cymae,0.0
cymar,0.6
cymas,0.0
cymes,0.0
cymol,0.84
cynic,2.86
cysts,0.0
cytes,0.0
cyton,0.0
czars,0.0
daals,0.0
dabba,0.0
daces,0.0
dacha,2.11
dacks,0.0
dadah,0.0
dadas,0.0
daddy,3.86
dadis,0.0
dadla,0.0
dados,0.0
daffs,0.0
daffy,2.14
dagga,1.75
daggy,1.46
dagos,1.31
dahis,0.0
dahls,0.0
daiko,0.0
daily,5.05
daine,1.63
daint,0.73
dairy,4.43
daisy,3.64
daker,1.26
daled,0.0
dalek,1.43
dales,0.0
dalis,0.0
dalle,0.0
dally,3.04
dalts,0.0
daman,2.46
damar,2.0
dames,3.09
damme,2.32
damna,0.0
damns,0.0
damps,0.0
dampy,0.22
dance,4.56
dancy,2.25
danda,0.0
dandy,3.14
dangs,0.0
danio,0.0
danks,0.0
danny,0.0
danse,2.46
dants,0.0
dappy,0.0
daraf,0.01
darbs,0.0
darcy,3.32
dared,3.89
darer,0.76
dares,0.0
darga,0.0
dargs,0.0
daric,1.44
daris,0.0
darks,0.0
darky,2.1
darls,0.0
darns,0.0
darre,1.47
darts,3.19
darzi,0.0
dashi,1.72
dashy,0.54
datal,2.19
dated,4.76
dater,1.87
dates,0.0
datil,0.0
datos,0.0
datto,0.0
datum,3.51
daube,1.94
daubs,0.0
dauby,1.2
dauds,0.0
dault,0.86
daunt,2.43
daurs,0.0
dauts,0.0
daven,0.0
davit,2.38
dawah,1.18
dawds,0.0
dawed,0.0
dawen,0.54
dawgs,0.0
dawks,0.0
dawns,0.0
dawts,0.0
dayal,0.0
dayan,2.62
daych,0.0
daynt,0.0
dazed,3.22
dazer,0.0
dazes,0.0
dbags,0.0
deads,1.46
deair,0.0
deals,0.0
dealt,4.46
deans,0.0
deare,2.54
dearn,1.13
dears,0.0
deary,2.1
deash,0.0
death,5.42
deave,0.77
deaws,0.0
deawy,0.0
debag,0.07
debar,2.6
debby,2.33
debel,0.95
debes,0.0
debit,3.58
debts,0.0
debud,0.0
debug,2.87
debur,0.0
debus,1.95
debut,3.48
debye,2.94
decad,1.79
decaf,1.91
decal,2.38
decan,1.74
decay,4.3
decim,0.0
decko,0.0
decks,0.0
decor,3.19
decos,0.0
decoy,2.88
decry,2.66
decyl,1.7
dedal,0.7
deeds,4.31
deedy,1.19
deely,0.0
deems,0.0
deens,0.0
deeps,0.0
deere,3.01
deers,0.0
deets,0.0
deeve,0.33
deevs,0.0
defat,0.79
defer,3.58
deffo,0.0
defis,0.0
defog,0.72
degas,2.76
degum,0.35
degus,0.0
deice,1.0
deids,0.0
deify,2.0
deign,2.73
deils,0.0
deink,0.0
deism,2.63
deist,2.41
deity,3.88
deked,0.0
dekes,0.0
dekko,1.18
delay,4.68
deled,1.05
deles,0.0
delfs,0.0
delft,3.07
delis,0.0
della,3.74
dells,0.0
delly,1.55
delos,0.0
delph,1.93
delta,4.23
delts,1.49
delve,2.95
deman,0.0
demes,0.0
demic,2.0
demit,1.51
demob,1.34
demoi,0.0
demon,3.75
demos,2.88
demot,0.71
dempt,0.43
demur,2.83
denar,1.46
denay,0.9
dench,0.0
denes,0.0
denet,0.66
denim,2.92
denis,0.0
dense,4.25
dente,2.19
dents,0.0
deoch,0.0
deoxy,2.57
depot,3.96
depth,4.86
derat,0.0
deray,1.14
derby,3.79
dered,0.0
deres,0.0
derig,0.0
derma,2.05
derms,0.0
derns,0.0
derny,0.0
deros,0.0
derpy,0.0
derro,0.0
derry,0.0
derth,0.89
dervs,0.0
desex,0.27
deshi,0.0
desis,0.0
desks,0.0
desse,1.4
detag,0.0
deter,3.68
detox,2.38
deuce,2.85
devas,0.0
devel,3.2
devil,4.3
devis,0.0
devon,3.69
devos,0.0
devot,1.38
dewan,2.64
dewar,3.02
dewax,0.0
dewed,1.42
dexes,0.0
dexie,0.58
dexys,0.0
dhaba,0.0
dhaks,0.0
dhals,0.0
dhikr,0.0
dhobi,1.79
dhole,1.42
dholl,0.84
dhols,0.0
dhoni,0.0
dhoti,2.09
dhows,0.0
dhuti,0.0
diact,0.0
dials,0.0
diana,3.8
diane,0.0
diary,4.13
diazo,2.7
dibbs,0.0
diced,3.1
dicer,1.84
dices,0.0
dicey,2.68
dicht,0.0
dicks,0.0
dicky,2.57
dicot,1.83
dicta,3.06
dicto,0.0
dicts,0.0
dictu,0.0
dicty,1.09
diddy,0.0
didie,0.0
didis,0.0
didos,0.86
didst,3.37
diebs,0.0
diels,0.0
diene,0.0
diets,0.0
diffs,0.0
dight,2.17
digit,3.81
dikas,0.0
diked,2.07
diker,0.89
dikes,0.0
dikey,0.12
dildo,2.32
dilli,0.0
dills,2.52
dilly,2.48
dimbo,0.0
dimer,3.11
dimes,0.0
dimly,3.4
dimps,0.0
dinar,2.55
dined,3.48
diner,3.14
dines,0.0
dinge,1.98
dingo,2.37
dings,0.0
dingy,3.12
dinic,0.89
dinks,0.0
dinky,2.2
dinlo,0.0
dinna,2.5
dinos,0.0
dints,0.0
dioch,0.44
diode,3.63
diols,0.0
diota,0.72
dippy,1.68
dipso,0.65
diram,0.0
direr,1.43
dirge,2.74
dirke,0.95
dirks,0.0
dirls,0.0
dirts,0.0
dirty,4.16
disas,0.0
disci,2.17
disco,3.04
discs,0.0
dishy,1.35
disks,0.0
disme,1.08
dital,0.47
ditas,0.0
ditch,3.95
dited,0.0
dites,0.0
ditsy,0.93
ditto,3.85
ditts,0.0
ditty,2.62
ditzy,0.0
divan,2.87
divas,0.0
dived,3.04
diver,3.3
dives,3.09
divey,0.0
divis,0.0
divna,0.0
divos,0.0
divot,1.71
divvy,1.65
diwan,2.59
dixie,3.35
dixit,2.68
diyas,0.0
dizen,0.96
dizzy,3.35
djinn,2.1
djins,0.0
doabs,0.0
doats,0.0
dobby,1.94
dobes,0.0
dobie,2.48
dobla,0.0
doble,2.21
dobra,1.53
dobro,0.0
docht,0.41
docks,0.0
docos,0.0
docus,0.0
doddy,1.29
dodge,3.86
dodgy,2.24
dodos,0.0
doeks,0.0
doers,0.0
doest,2.48
doeth,0.0
doffs,0.0
dogal,0.65
dogan,0.0
doges,0.0
dogey,0.0
doggo,1.26
doggy,2.31
dogie,1.11
dogly,0.0
dogma,3.52
dohyo,0.0
doilt,0.0
doily,2.08
doing,5.18
doits,0.0
dojos,0.0
dolce,2.57
dolci,0.0
doled,2.4
dolee,0.0
doles,0.0
doley,0.0
dolia,0.0
dolie,0.38
dolls,0.0
dolly,3.43
dolma,1.53
dolor,2.43
dolos,0.0
dolts,0.0
domal,1.8
domed,2.98
domes,0.0
domic,1.09
donah,0.79
donas,0.0
donee,3.19
doner,2.01
donga,0.0
dongs,0.0
donko,0.0
donna,3.66
donne,3.35
donny,0.0
donor,4.1
donsy,0.08
donut,2.54
doobs,0.0
dooce,0.0
doody,0.0
doofs,0.0
dooks,0.0
dooky,0.0
doole,1.26
dools,0.0
dooly,1.96
dooms,2.32
doomy,0.74
doona,1.66
doorn,0.0
doors,4.53
doozy,1.52
dopas,0.0
doped,3.48
doper,1.29
dopes,0.0
dopey,2.1
doppe,0.0
dorad,0.0
dorba,0.0
dorbs,0.0
doree,1.71
dores,1.87
doric,2.99
doris,3.52
dorje,2.03
dorks,0.0
dorky,1.59
dorms,0.0
dormy,1.07
dorps,0.0
dorrs,0.0
dorsa,0.0
dorse,1.82
dorts,0.0
dorty,0.53
dosai,0.0
dosas,0.0
dosed,2.73
doseh,0.0
doser,1.46
doses,0.0
dosha,0.0
dotal,1.66
doted,2.34
doter,0.87
dotes,0.0
dotty,2.42
douar,1.35
doubt,5.06
douce,2.57
doucs,0.0
dough,3.71
douks,0.0
doula,1.77
douma,1.72
doums,0.0
doups,0.0
doura,1.32
douse,2.25
douts,0.0
doved,0.0
doven,0.0
dover,3.83
doves,0.0
dovie,1.66
dowak,0.0
dowar,0.8
dowds,0.0
dowdy,2.64
dowed,1.38
dowel,2.82
dower,3.53
dowfs,0.0
dowie,2.2
dowle,1.24
dowls,0.0
dowly,0.5
downa,0.0
downs,3.74
downy,3.13
dowps,0.0
dowry,3.28
dowse,2.17
dowts,0.0
doxed,0.0
doxes,0.0
doxie,0.0
doyen,2.41
doyly,1.08
dozed,2.82
dozen,4.43
dozer,2.45
dozes,0.0
drabs,0.0
drack,0.98
draco,2.46
draff,1.45
draft,4.64
drags,0.0
drail,0.67
drain,4.2
drake,3.84
drama,4.4
drams,0.0
drank,3.93
drant,1.31
drape,2.79
draps,0.0
drapy,0.0
drats,0.0
drave,2.15
drawl,2.64
drawn,4.93
draws,0.0
drays,0.0
dread,3.92
dream,4.6
drear,2.54
dreck,1.45
dreed,1.06
dreer,0.0
drees,0.0
dregs,2.9
dreks,0.0
drent,1.39
drere,0.25
dress,4.55
drest,2.42
dreys,0.0
dribs,0.0
drice,0.0
dried,4.43
drier,3.4
dries,0.0
drift,4.2
drill,4.23
drily,2.66
drink,4.6
drips,0.0
dript,0.31
drive,4.86
drock,0.69
droid,0.0
droil,0.48
droit,3.27
droke,1.12
drole,0.0
droll,2.82
drome,2.09
drone,3.16
drony,0.35
droob,0.0
droog,1.41
drook,0.64
drool,2.38
droop,2.94
drops,0.0
dropt,2.5
dross,2.9
drouk,0.0
drove,4.35
drown,3.39
drows,0.0
drubs,0.0
drugs,0.0
druid,2.8
drums,0.0
drunk,4.09
drupe,2.3
druse,2.1
drusy,1.82
druxy,0.0
dryad,2.19
dryas,2.29
dryer,3.41
dryly,2.97
dsobo,0.0
dsomo,0.0
duads,0.0
duals,0.0
duans,0.0
duars,0.0
dubbo,0.0
dubby,0.86
ducal,2.93
ducat,2.32
duces,0.0
duchy,3.39
ducks,0.0
ducky,2.07
ducti,0.0
ducts,0.0
duddy,1.96
duded,0.0
dudes,0.0
duels,0.0
duets,0.0
duett,1.52
duffs,0.0
dufus,0.72
duing,0.0
duits,0.0
dukas,1.94
duked,0.0
dukes,0.0
dukka,0.0
dukun,0.0
dulce,2.58
dules,0.0
dulia,1.17
dulls,0.0
dully,2.66
dulse,1.69
dumas,3.24
dumbo,0.0
dumbs,0.0
dumka,0.0
dumky,0.0
dummy,3.55
dumps,3.21
dumpy,2.31
dunam,1.53
dunce,2.48
dunch,1.32
dunes,0.0
dungs,0.0
dungy,1.45
dunks,0.0
dunno,2.77
dunny,1.56
dunsh,0.0
dunts,0.0
duomi,0.0
duomo,2.63
duped,2.8
duper,1.72
dupes,0.0
duple,2.18
duply,0.48
duppy,1.33
dural,2.71
duras,0.0
dured,0.0
dures,0.0
durgy,0.0
durns,0.0
duroc,2.56
duros,0.0
duroy,0.0
durra,1.82
durrs,0.0
durry,1.16
durst,3.09
durum,2.88
durzi,0.0
dusks,0.0
dusky,3.44
dusts,0.0
dusty,3.69
dutch,4.5
duvet,2.37
duxes,0.0
dwaal,0.0
dwale,0.87
dwalm,0.0
dwams,0.0
dwamy,0.0
dwang,0.3
dwarf,3.73
dwaum,0.0
dweeb,1.28
dwell,4.0
dwelt,3.7
dwile,0.0
dwine,0.6
dyads,0.0
dyers,0.0
dying,4.39
dyked,1.36
dykes,0.0
dykey,0.0
dykon,0.0
dynel,1.54
dynes,0.0
dynos,0.0
dzhos,0.0
eager,4.19
eagle,4.14
eagly,1.98
eagre,1.07
ealed,0.0
eales,0.0
eaned,0.0
eards,0.0
eared,2.96
earls,0.0
early,5.49
earns,0.0
earnt,0.0
earst,1.41
earth,5.15
eased,3.6
easel,2.97
easer,1.18
eases,0.0
easle,0.0
easts,0.0
eaten,4.11
eater,3.13
eathe,0.51
eatin,2.2
eaved,0.0
eaver,1.36
eaves,3.2
ebank,0.0
ebbed,2.63
ebbet,0.0
ebena,0.0
ebene,1.55
ebike,0.0
ebons,0.0
ebony,3.2
ebook,0.0
ecads,0.0
ecard,0.0
ecash,0.0
eched,0.0
eches,0.0
echos,0.0
ecigs,0.0
eclat,2.22
ecole,0.0
ecrus,0.0
edema,3.74
edged,3.71
edger,2.29
edges,0.0
edict,3.47
edify,2.37
edile,1.07
edits,0.0
educe,1.91
educt,1.61
eejit,1.33
eensy,0.0
eerie,3.15
eeven,0.0
eever,0.77
eevns,0.0
effed,0.0
effer,1.51
efits,0.0
egads,0.0
egers,0.0
egest,0.4
eggar,1.8
egged,2.29
egger,2.41
egmas,0.0
egret,2.52
ehing,0.0
eider,2.5
eidos,2.08
eight,5.09
eigne,1.26
eiked,0.0
eikon,1.88
eilds,0.0
eiron,0.0
eisel,1.35
eject,2.96
ejido,2.26
ekdam,0.0
eking,2.16
ekkas,0.0
elain,1.45
eland,2.54
elans,0.0
elate,2.24
elbow,3.93
elchi,0.0
elder,4.23
eldin,0.0
elect,4.23
eleet,0.0
elegy,3.14
elemi,1.64
elfed,0.0
elfin,2.51
eliad,0.32
elide,2.0
elint,1.62
elite,4.09
elmen,1.15
eloge,1.83
elogy,0.68
eloin,0.85
elope,2.32
elops,1.27
elpee,0.0
elsin,0.89
elude,3.05
elute,2.24
elvan,1.56
elven,2.27
elver,1.74
elves,3.0
emacs,0.0
email,4.05
embar,1.82
embay,1.03
embed,2.84
ember,2.9
embog,0.0
embow,0.0
embox,0.0
embus,0.35
emcee,2.07
emeer,1.14
emend,2.32
emerg,0.0
emery,3.6
emeus,0.0
emics,0.0
emirs,0.0
emits,0.0
emmas,0.0
emmer,2.36
emmet,3.02
emmew,0.04
emmys,0.0
emoji,0.0
emong,1.36
emote,1.67
emove,1.1
empts,0.0
empty,4.58
emule,0.46
emure,0.41
emyde,0.0
emyds,0.0
enact,3.9
enarm,0.0
